ปีงบประมาณ,ประเภทงบประมาณ,แผนงาน,ผลผลิต/โครงการ,กิจกรรม,ประเภทรายจ่าย,รายการ 0,รายการ 1,รายการ 2,รายการ 3,รายการ 4,รายการ 5,กระทรวง,กรม,กอง,กลุ่มงาน,จังหวัด,ส่วนราชการ,กลุ่มจังหวัด,เขตจังหวัด,เขตตรวจราชการ,หมายเหตุ
2569,งบประมาณรายจ่ายบุคลากร,แผนงานบุคลากรภาครัฐ,รายการค่าใช้จ่ายบุคลากรภาครัฐ,รายการค่าใช้จ่ายบุคลากรภาครัฐ,งบบุคลากร ,เงินเดือนและค่าจ้างประจำ,เงินเดือน,อัตราเดิม,,,,กระทรวงยุติธรรม,สำนักงานปลัดกระทรวงยุติธรรม,กองบริหารทรัพยากรบุคคล,กลุ่มงานระบบข้อมูลบุคคล ค่าตอบแทนและบำเหน็จความชอบ,กรุงเทพมหานคร,ส่วนกลาง,,,,
2569,งบประมาณรายจ่ายบุคลากร,แผนงานบุคลากรภาครัฐ,รายการค่าใช้จ่ายบุคลากรภาครัฐ,รายการค่าใช้จ่ายบุคลากรภาครัฐ,งบบุคลากร ,เงินเดือนและค่าจ้างประจำ,เงินเดือน,อัตราใหม่,,,,กระทรวงยุติธรรม,สำนักงานปลัดกระทรวงยุติธรรม,กองบริหารทรัพยากรบุคคล,กลุ่มงานระบบข้อมูลบุคคล ค่าตอบแทนและบำเหน็จความชอบ,กรุงเทพมหานคร,ส่วนกลาง,,,,
2569,งบประมาณรายจ่ายบุคลากร,แผนงานบุคลากรภาครัฐ,รายการค่าใช้จ่ายบุคลากรภาครัฐ,รายการค่าใช้จ่ายบุคลากรภาครัฐ,งบบุคลากร ,เงินเดือนและค่าจ้างประจำ,เงินเดือน,เงินอื่นที่จ่ายควบกับเงินเดือน,เงินประจำตำแหน่ง,เงินประจำตำแหน่ง (บริหารและอำนวยการ),,กระทรวงยุติธรรม,สำนักงานปลัดกระทรวงยุติธรรม,กองบริหารทรัพยากรบุคคล,กลุ่มงานระบบข้อมูลบุคคล ค่าตอบแทนและบำเหน็จความชอบ,กรุงเทพมหานคร,ส่วนกลาง,,,,
2569,งบประมาณรายจ่ายบุคลากร,แผนงานบุคลากรภาครัฐ,รายการค่าใช้จ่ายบุคลากรภาครัฐ,รายการค่าใช้จ่ายบุคลากรภาครัฐ,งบบุคลากร ,เงินเดือนและค่าจ้างประจำ,เงินเดือน,เงินอื่นที่จ่ายควบกับเงินเดือน,เงินประจำตำแหน่ง,เงินประจำตำแหน่ง (วิชาการ),,กระทรวงยุติธรรม,สำนักงานปลัดกระทรวงยุติธรรม,กองบริหารทรัพยากรบุคคล,กลุ่มงานระบบข้อมูลบุคคล ค่าตอบแทนและบำเหน็จความชอบ,กรุงเทพมหานคร,ส่วนกลาง,,,,
2569,งบประมาณรายจ่ายบุคลากร,แผนงานบุคลากรภาครัฐ,รายการค่าใช้จ่ายบุคลากรภาครัฐ,รายการค่าใช้จ่ายบุคลากรภาครัฐ,งบบุคลากร ,เงินเดือนและค่าจ้างประจำ,เงินเดือน,เงินอื่นที่จ่ายควบกับเงินเดือน,เงินประจำตำแหน่ง,เงินประจำตำแหน่งประเภทวิชาชีพเฉพาะ (วช) /เชี่ยวชาญเฉพาะ (ชช.),เงินประจำตำแหน่งประเภทวิชาชีพเฉพาะ ตำแหน่งนักวิชาการคอมพิวเตอร์,กระทรวงยุติธรรม,สำนักงานปลัดกระทรวงยุติธรรม,กองบริหารทรัพยากรบุคคล,กลุ่มงานระบบข้อมูลบุคคล ค่าตอบแทนและบำเหน็จความชอบ,กรุงเทพมหานคร,ส่วนกลาง,,,,
2569,งบประมาณรายจ่ายบุคลากร,แผนงานบุคลากรภาครัฐ,รายการค่าใช้จ่ายบุคลากรภาครัฐ,รายการค่าใช้จ่ายบุคลากรภาครัฐ,งบบุคลากร ,เงินเดือนและค่าจ้างประจำ,เงินเดือน,เงินอื่นที่จ่ายควบกับเงินเดือน,เงินประจำตำแหน่ง,เงินประจำตำแหน่งประเภทวิชาชีพเฉพาะ (วช) /เชี่ยวชาญเฉพาะ (ชช.),เงินประจำตำแหน่งประเภทวิชาชีพเฉพาะ ตำแหน่งวิศวกร/สถาปนิก,กระทรวงยุติธรรม,สำนักงานปลัดกระทรวงยุติธรรม,กองบริหารทรัพยากรบุคคล,กลุ่มงานระบบข้อมูลบุคคล ค่าตอบแทนและบำเหน็จความชอบ,กรุงเทพมหานคร,ส่วนกลาง,,,,
2569,งบประมาณรายจ่ายบุคลากร,แผนงานบุคลากรภาครัฐ,รายการค่าใช้จ่ายบุคลากรภาครัฐ,รายการค่าใช้จ่ายบุคลากรภาครัฐ,งบบุคลากร ,เงินเดือนและค่าจ้างประจำ,เงินเดือน,เงินอื่นที่จ่ายควบกับเงินเดือน,ค่าตอบแทนรายเดือนสำหรับข้าราชการ,ค่าตอบแทนรายเดือนเท่ากับเงินประจำตำแหน่ง,ค่าตอบแทนรายเดือนเท่ากับเงินประจำตำแหน่ง (บริหารและอำนวยการ),กระทรวงยุติธรรม,สำนักงานปลัดกระทรวงยุติธรรม,กองบริหารทรัพยากรบุคคล,กลุ่มงานระบบข้อมูลบุคคล ค่าตอบแทนและบำเหน็จความชอบ,กรุงเทพมหานคร,ส่วนกลาง,,,,
2569,งบประมาณรายจ่ายบุคลากร,แผนงานบุคลากรภาครัฐ,รายการค่าใช้จ่ายบุคลากรภาครัฐ,รายการค่าใช้จ่ายบุคลากรภาครัฐ,งบบุคลากร ,เงินเดือนและค่าจ้างประจำ,เงินเดือน,เงินอื่นที่จ่ายควบกับเงินเดือน,ค่าตอบแทนรายเดือนสำหรับข้าราชการ,ค่าตอบแทนรายเดือนเท่ากับเงินประจำตำแหน่ง,ค่าตอบแทนรายเดือนเท่ากับเงินประจำตำแหน่ง (วิชาการ),กระทรวงยุติธรรม,สำนักงานปลัดกระทรวงยุติธรรม,กองบริหารทรัพยากรบุคคล,กลุ่มงานระบบข้อมูลบุคคล ค่าตอบแทนและบำเหน็จความชอบ,กรุงเทพมหานคร,ส่วนกลาง,,,,
2569,งบประมาณรายจ่ายบุคลากร,แผนงานบุคลากรภาครัฐ,รายการค่าใช้จ่ายบุคลากรภาครัฐ,รายการค่าใช้จ่ายบุคลากรภาครัฐ,งบบุคลากร ,เงินเดือนและค่าจ้างประจำ,เงินเดือน,เงินอื่นที่จ่ายควบกับเงินเดือน,ค่าตอบแทนรายเดือนสำหรับข้าราชการ,ค่าตอบแทนรายเดือนเท่ากับเงินประจำตำแหน่ง,ค่าตอบแทนรายเดือนเท่ากับเงินประจำตำแหน่งประเภทวิชาชีพเฉพาะ (วช) /เชี่ยวชาญเฉพาะ (ชช.),กระทรวงยุติธรรม,สำนักงานปลัดกระทรวงยุติธรรม,กองบริหารทรัพยากรบุคคล,กลุ่มงานระบบข้อมูลบุคคล ค่าตอบแทนและบำเหน็จความชอบ,กรุงเทพมหานคร,ส่วนกลาง,,,,
2569,งบประมาณรายจ่ายบุคลากร,แผนงานบุคลากรภาครัฐ,รายการค่าใช้จ่ายบุคลากรภาครัฐ,รายการค่าใช้จ่ายบุคลากรภาครัฐ,งบบุคลากร ,เงินเดือนและค่าจ้างประจำ,เงินเดือน,เงินอื่นที่จ่ายควบกับเงินเดือน,ค่าตอบแทนรายเดือนสำหรับข้าราชการ,ค่าตอบแทนรายเดือนเท่ากับเงินประจำตำแหน่ง,ค่าตอบแทนรายเดือนเท่ากับเงินประจำตำแหน่งประเภทวิชาชีพเฉพาะ (วช) /เชี่ยวชาญเฉพาะ (ชช.),กระทรวงยุติธรรม,สำนักงานปลัดกระทรวงยุติธรรม,กองบริหารทรัพยากรบุคคล,กลุ่มงานระบบข้อมูลบุคคล ค่าตอบแทนและบำเหน็จความชอบ,กรุงเทพมหานคร,ส่วนกลาง,,,,
2569,งบประมาณรายจ่ายบุคลากร,แผนงานบุคลากรภาครัฐ,รายการค่าใช้จ่ายบุคลากรภาครัฐ,รายการค่าใช้จ่ายบุคลากรภาครัฐ,งบบุคลากร ,เงินเดือนและค่าจ้างประจำ,เงินเดือน,เงินอื่นที่จ่ายควบกับเงินเดือน,ค่าตอบแทนรายเดือนสำหรับข้าราชการ,เงินค่าตอบแทนรายเดือนสำหรับข้าราชการระดับ 8 และ 8ว,,กระทรวงยุติธรรม,สำนักงานปลัดกระทรวงยุติธรรม,กองบริหารทรัพยากรบุคคล,กลุ่มงานระบบข้อมูลบุคคล ค่าตอบแทนและบำเหน็จความชอบ,กรุงเทพมหานคร,ส่วนกลาง,,,,
2569,งบประมาณรายจ่ายบุคลากร,แผนงานบุคลากรภาครัฐ,รายการค่าใช้จ่ายบุคลากรภาครัฐ,รายการค่าใช้จ่ายบุคลากรภาครัฐ,งบบุคลากร ,เงินเดือนและค่าจ้างประจำ,เงินเดือน,เงินอื่นที่จ่ายควบกับเงินเดือน,เงินช่วยเหลือการครองชีพข้าราชการระดับต้น,,,กระทรวงยุติธรรม,สำนักงานปลัดกระทรวงยุติธรรม,กองบริหารทรัพยากรบุคคล,กลุ่มงานระบบข้อมูลบุคคล ค่าตอบแทนและบำเหน็จความชอบ,กรุงเทพมหานคร,ส่วนกลาง,,,,
2569,งบประมาณรายจ่ายบุคลากร,แผนงานบุคลากรภาครัฐ,รายการค่าใช้จ่ายบุคลากรภาครัฐ,รายการค่าใช้จ่ายบุคลากรภาครัฐ,งบบุคลากร ,เงินเดือนและค่าจ้างประจำ,เงินเดือน,เงินอื่นที่จ่ายควบกับเงินเดือน,เงิน พ.ต.ก.  (เงินเพิ่มตำแหน่งที่มีเหตุพิเศษของข้าราชการพลเรือนสำหรับผู้ปฏิบัติงานด้านนิติกร),,,กระทรวงยุติธรรม,สำนักงานปลัดกระทรวงยุติธรรม,กองบริหารทรัพยากรบุคคล,กลุ่มงานระบบข้อมูลบุคคล ค่าตอบแทนและบำเหน็จความชอบ,กรุงเทพมหานคร,ส่วนกลาง,,,,
2569,งบประมาณรายจ่ายบุคลากร,แผนงานบุคลากรภาครัฐ,รายการค่าใช้จ่ายบุคลากรภาครัฐ,รายการค่าใช้จ่ายบุคลากรภาครัฐ,งบบุคลากร ,เงินเดือนและค่าจ้างประจำ,เงินเดือน,เงินอื่นที่จ่ายควบกับเงินเดือน,เงิน พ.พ.ด. (เงินเพิ่มพิเศษสำหรับผู้ปฏิบัติงานด้านพัสดุ),,,กระทรวงยุติธรรม,สำนักงานปลัดกระทรวงยุติธรรม,กองบริหารทรัพยากรบุคคล,กลุ่มงานระบบข้อมูลบุคคล ค่าตอบแทนและบำเหน็จความชอบ,กรุงเทพมหานคร,ส่วนกลาง,,,,
2569,งบประมาณรายจ่ายบุคลากร,แผนงานบุคลากรภาครัฐ,รายการค่าใช้จ่ายบุคลากรภาครัฐ,รายการค่าใช้จ่ายบุคลากรภาครัฐ,งบบุคลากร ,เงินเดือนและค่าจ้างประจำ,เงินเดือน,เงินอื่นที่จ่ายควบกับเงินเดือน,เงิน พ.ส.ร. (เงินเพิ่มพิเศษสำหรับการสู้รบ),,,กระทรวงยุติธรรม,สำนักงานปลัดกระทรวงยุติธรรม,กองบริหารทรัพยากรบุคคล,กลุ่มงานระบบข้อมูลบุคคล ค่าตอบแทนและบำเหน็จความชอบ,กรุงเทพมหานคร,ส่วนกลาง,,,,
2569,งบประมาณรายจ่ายบุคลากร,แผนงานบุคลากรภาครัฐ,รายการค่าใช้จ่ายบุคลากรภาครัฐ,รายการค่าใช้จ่ายบุคลากรภาครัฐ,งบบุคลากร ,เงินเดือนและค่าจ้างประจำ,เงินเดือน,เงินอื่นที่จ่ายควบกับเงินเดือน,เงิน สปพ. (เงินสวัสดิการสำหรับการปฏิบัติงานประจำสำนักงานในพื้นที่พิเศษ),,,กระทรวงยุติธรรม,สำนักงานปลัดกระทรวงยุติธรรม,กองบริหารทรัพยากรบุคคล,กลุ่มงานระบบข้อมูลบุคคล ค่าตอบแทนและบำเหน็จความชอบ,กรุงเทพมหานคร,ส่วนกลาง,,,,
2569,งบประมาณรายจ่ายบุคลากร,แผนงานบุคลากรภาครัฐ,รายการค่าใช้จ่ายบุคลากรภาครัฐ,รายการค่าใช้จ่ายบุคลากรภาครัฐ,งบบุคลากร ,เงินเดือนและค่าจ้างประจำ,ค่าจ้างประจำ,อัตราเดิม,,,,กระทรวงยุติธรรม,สำนักงานปลัดกระทรวงยุติธรรม,กองบริหารทรัพยากรบุคคล,กลุ่มงานระบบข้อมูลบุคคล ค่าตอบแทนและบำเหน็จความชอบ,กรุงเทพมหานคร,ส่วนกลาง,,,,
2569,งบประมาณรายจ่ายบุคลากร,แผนงานบุคลากรภาครัฐ,รายการค่าใช้จ่ายบุคลากรภาครัฐ,รายการค่าใช้จ่ายบุคลากรภาครัฐ,งบบุคลากร ,เงินเดือนและค่าจ้างประจำ,ค่าจ้างประจำ,อัตราใหม่,,,,กระทรวงยุติธรรม,สำนักงานปลัดกระทรวงยุติธรรม,กองบริหารทรัพยากรบุคคล,กลุ่มงานระบบข้อมูลบุคคล ค่าตอบแทนและบำเหน็จความชอบ,กรุงเทพมหานคร,ส่วนกลาง,,,,
2569,งบประมาณรายจ่ายบุคลากร,แผนงานบุคลากรภาครัฐ,รายการค่าใช้จ่ายบุคลากรภาครัฐ,รายการค่าใช้จ่ายบุคลากรภาครัฐ,งบบุคลากร ,เงินเดือนและค่าจ้างประจำ,ค่าจ้างประจำ,เงินอื่นที่จ่ายควบกับค่าจ้างประจำ,ค่าตอบแทนรายเดือนลูกจ้างประจำ,,,กระทรวงยุติธรรม,สำนักงานปลัดกระทรวงยุติธรรม,กองบริหารทรัพยากรบุคคล,กลุ่มงานระบบข้อมูลบุคคล ค่าตอบแทนและบำเหน็จความชอบ,กรุงเทพมหานคร,ส่วนกลาง,,,,
2569,งบประมาณรายจ่ายบุคลากร,แผนงานบุคลากรภาครัฐ,รายการค่าใช้จ่ายบุคลากรภาครัฐ,รายการค่าใช้จ่ายบุคลากรภาครัฐ,งบบุคลากร ,เงินเดือนและค่าจ้างประจำ,ค่าจ้างประจำ,เงินอื่นที่จ่ายควบกับค่าจ้างประจำ,เงินช่วยเหลือค่าครองชีพ,,,กระทรวงยุติธรรม,สำนักงานปลัดกระทรวงยุติธรรม,กองบริหารทรัพยากรบุคคล,กลุ่มงานระบบข้อมูลบุคคล ค่าตอบแทนและบำเหน็จความชอบ,กรุงเทพมหานคร,ส่วนกลาง,,,,
2569,งบประมาณรายจ่ายบุคลากร,แผนงานบุคลากรภาครัฐ,รายการค่าใช้จ่ายบุคลากรภาครัฐ,รายการค่าใช้จ่ายบุคลากรภาครัฐ,งบบุคลากร ,เงินเดือนและค่าจ้างประจำ,ค่าจ้างประจำ,เงินอื่นที่จ่ายควบกับค่าจ้างประจำ,เงิน พ.ส.ร. (เงินเพิ่มพิเศษสำหรับการสู้รบ),,,กระทรวงยุติธรรม,สำนักงานปลัดกระทรวงยุติธรรม,กองบริหารทรัพยากรบุคคล,กลุ่มงานระบบข้อมูลบุคคล ค่าตอบแทนและบำเหน็จความชอบ,กรุงเทพมหานคร,ส่วนกลาง,,,,
2569,งบประมาณรายจ่ายบุคลากร,แผนงานบุคลากรภาครัฐ,รายการค่าใช้จ่ายบุคลากรภาครัฐ,รายการค่าใช้จ่ายบุคลากรภาครัฐ,งบบุคลากร ,ค่าตอบแทนพนักงานราชการ,ค่าตอบแทนพนักงานราชการ,อัตราเดิม,,,,กระทรวงยุติธรรม,สำนักงานปลัดกระทรวงยุติธรรม,กองบริหารทรัพยากรบุคคล,กลุ่มงานระบบข้อมูลบุคคล ค่าตอบแทนและบำเหน็จความชอบ,กรุงเทพมหานคร,ส่วนกลาง,,,,
2569,งบประมาณรายจ่ายบุคลากร,แผนงานบุคลากรภาครัฐ,รายการค่าใช้จ่ายบุคลากรภาครัฐ,รายการค่าใช้จ่ายบุคลากรภาครัฐ,งบบุคลากร ,ค่าตอบแทนพนักงานราชการ,ค่าตอบแทนพนักงานราชการ,อัตราใหม่,,,,กระทรวงยุติธรรม,สำนักงานปลัดกระทรวงยุติธรรม,กองบริหารทรัพยากรบุคคล,กลุ่มงานระบบข้อมูลบุคคล ค่าตอบแทนและบำเหน็จความชอบ,กรุงเทพมหานคร,ส่วนกลาง,,,,
2569,งบประมาณรายจ่ายบุคลากร,แผนงานบุคลากรภาครัฐ,รายการค่าใช้จ่ายบุคลากรภาครัฐ,รายการค่าใช้จ่ายบุคลากรภาครัฐ,งบบุคลากร ,ค่าตอบแทนพนักงานราชการ,ค่าตอบแทนพนักงานราชการ,เงินอื่นที่จ่ายควบกับค่าตอบแทนพนักงานราชการ,เงินช่วยเหลือการครองชีพชั่วคราวพนักงานราชการ,,,กระทรวงยุติธรรม,สำนักงานปลัดกระทรวงยุติธรรม,กองบริหารทรัพยากรบุคคล,กลุ่มงานระบบข้อมูลบุคคล ค่าตอบแทนและบำเหน็จความชอบ,กรุงเทพมหานคร,ส่วนกลาง,,,,
2569,งบประมาณรายจ่ายบุคลากร,แผนงานบุคลากรภาครัฐ,รายการค่าใช้จ่ายบุคลากรภาครัฐ,รายการค่าใช้จ่ายบุคลากรภาครัฐ,งบดำเนินงาน,ค่าตอบแทนใช้สอยและวัสดุ,ค่าตอบแทน,ค่าเช่าบ้าน,,,,กระทรวงยุติธรรม,สำนักงานปลัดกระทรวงยุติธรรม,กองบริหารทรัพยากรบุคคล,กลุ่มงานระบบข้อมูลบุคคล ค่าตอบแทนและบำเหน็จความชอบ,กรุงเทพมหานคร,ส่วนกลาง,,,,
2569,งบประมาณรายจ่ายบุคลากร,แผนงานบุคลากรภาครัฐ,รายการค่าใช้จ่ายบุคลากรภาครัฐ,รายการค่าใช้จ่ายบุคลากรภาครัฐ,งบดำเนินงาน,ค่าตอบแทนใช้สอยและวัสดุ,ค่าตอบแทน,ค่าตอบแทนพิเศษเงินเดือนเต็มขั้น,,,,กระทรวงยุติธรรม,สำนักงานปลัดกระทรวงยุติธรรม,กองบริหารทรัพยากรบุคคล,กลุ่มงานระบบข้อมูลบุคคล ค่าตอบแทนและบำเหน็จความชอบ,กรุงเทพมหานคร,ส่วนกลาง,,,,
2569,งบประมาณรายจ่ายบุคลากร,แผนงานบุคลากรภาครัฐ,รายการค่าใช้จ่ายบุคลากรภาครัฐ,รายการค่าใช้จ่ายบุคลากรภาครัฐ,งบดำเนินงาน,ค่าตอบแทนใช้สอยและวัสดุ,ค่าตอบแทน,ค่าตอบแทนพิเศษค่าจ้างเต็มขั้น,,,,กระทรวงยุติธรรม,สำนักงานปลัดกระทรวงยุติธรรม,กองบริหารทรัพยากรบุคคล,กลุ่มงานระบบข้อมูลบุคคล ค่าตอบแทนและบำเหน็จความชอบ,กรุงเทพมหานคร,ส่วนกลาง,,,,
2569,งบประมาณรายจ่ายบุคลากร,แผนงานบุคลากรภาครัฐ,รายการค่าใช้จ่ายบุคลากรภาครัฐ,รายการค่าใช้จ่ายบุคลากรภาครัฐ,งบดำเนินงาน,ค่าตอบแทนใช้สอยและวัสดุ,ค่าตอบแทน,ค่าตอบแทนพิเศษรายเดือนให้แก่เจ้าหน้าที่ผู้ปฎิบัติงานในพื้นที่จังหวัดชายแดนภาคใต้,,,,กระทรวงยุติธรรม,สำนักงานปลัดกระทรวงยุติธรรม,กองบริหารทรัพยากรบุคคล,กลุ่มงานระบบข้อมูลบุคคล ค่าตอบแทนและบำเหน็จความชอบ,กรุงเทพมหานคร,ส่วนกลาง,,,,
2569,งบประมาณรายจ่ายบุคลากร,แผนงานบุคลากรภาครัฐ,รายการค่าใช้จ่ายบุคลากรภาครัฐ,รายการค่าใช้จ่ายบุคลากรภาครัฐ,งบดำเนินงาน,ค่าตอบแทนใช้สอยและวัสดุ,ค่าใช้สอย,เงินสมทบกองทุนประกันสังคม,,,,กระทรวงยุติธรรม,สำนักงานปลัดกระทรวงยุติธรรม,กองบริหารทรัพยากรบุคคล,กลุ่มงานระบบข้อมูลบุคคล ค่าตอบแทนและบำเหน็จความชอบ,กรุงเทพมหานคร,ส่วนกลาง,,,,
2569,งบประมาณรายจ่ายบุคลากร,แผนงานบุคลากรภาครัฐ,รายการค่าใช้จ่ายบุคลากรภาครัฐ,รายการค่าใช้จ่ายบุคลากรภาครัฐ,งบดำเนินงาน,ค่าตอบแทนใช้สอยและวัสดุ,ค่าใช้สอย,เงินสมทบกองทุนประกันสังคม,,,,กระทรวงยุติธรรม,สำนักงานปลัดกระทรวงยุติธรรม,กองบริหารทรัพยากรบุคคล,กลุ่มงานระบบข้อมูลบุคคล ค่าตอบแทนและบำเหน็จความชอบ,กรุงเทพมหานคร,ส่วนกลาง,,,,
2569,งบประมาณรายจ่ายของหน่วยรับงบประมาณ,แผนงานพื้นฐานด้านการปรับสมดุลและพัฒนาระบบการบริหารจัดการรัฐ,สนับสนุนการบริหารจัดการหน่วยงานในสังกัดและให้บริการแก่ประชาชนในด้านงานยุติธรรม,การอำนวยการการด้านการบริหารจัดการให้แก่หน่วยงานในสังกัด,งบดำเนินงาน,ค่าตอบแทนใช้สอยและวัสดุ,ค่าตอบแทน,ค่าตอบแทนผู้ปฏิบัติงานให้ทางราชการ,,,,กระทรวงยุติธรรม,สำนักงานปลัดกระทรวงยุติธรรม,,,,,,,,
2569,งบประมาณรายจ่ายของหน่วยรับงบประมาณ,แผนงานพื้นฐานด้านการปรับสมดุลและพัฒนาระบบการบริหารจัดการรัฐ,สนับสนุนการบริหารจัดการหน่วยงานในสังกัดและให้บริการแก่ประชาชนในด้านงานยุติธรรม,การอำนวยการการด้านการบริหารจัดการให้แก่หน่วยงานในสังกัด,งบดำเนินงาน,ค่าตอบแทนใช้สอยและวัสดุ,ค่าตอบแทน,ค่าตอบแทนการปฏิบัติงานนอกเวลาราชการ,,,,กระทรวงยุติธรรม,สำนักงานปลัดกระทรวงยุติธรรม,,,,,,,,
2569,งบประมาณรายจ่ายของหน่วยรับงบประมาณ,แผนงานพื้นฐานด้านการปรับสมดุลและพัฒนาระบบการบริหารจัดการรัฐ,สนับสนุนการบริหารจัดการหน่วยงานในสังกัดและให้บริการแก่ประชาชนในด้านงานยุติธรรม,การอำนวยการการด้านการบริหารจัดการให้แก่หน่วยงานในสังกัด,งบดำเนินงาน,ค่าตอบแทนใช้สอยและวัสดุ,ค่าตอบแทน,ค่าเบี้ยประชุมกรรมการ,,,,กระทรวงยุติธรรม,สำนักงานปลัดกระทรวงยุติธรรม,,,,,,,,
2569,งบประมาณรายจ่ายของหน่วยรับงบประมาณ,แผนงานพื้นฐานด้านการปรับสมดุลและพัฒนาระบบการบริหารจัดการรัฐ,สนับสนุนการบริหารจัดการหน่วยงานในสังกัดและให้บริการแก่ประชาชนในด้านงานยุติธรรม,การอำนวยการการด้านการบริหารจัดการให้แก่หน่วยงานในสังกัด,งบดำเนินงาน,ค่าตอบแทนใช้สอยและวัสดุ,ค่าตอบแทน,ค่าตอบแทนเหมาจ่ายแทนการจัดหารถประจำตำแหน่ง,,,,กระทรวงยุติธรรม,สำนักงานปลัดกระทรวงยุติธรรม,,,,,,,,
2569,งบประมาณรายจ่ายของหน่วยรับงบประมาณ,แผนงานพื้นฐานด้านการปรับสมดุลและพัฒนาระบบการบริหารจัดการรัฐ,สนับสนุนการบริหารจัดการหน่วยงานในสังกัดและให้บริการแก่ประชาชนในด้านงานยุติธรรม,การอำนวยการการด้านการบริหารจัดการให้แก่หน่วยงานในสังกัด,งบดำเนินงาน,ค่าตอบแทนใช้สอยและวัสดุ,ค่าตอบแทน,ค่าตอบแทนการปฏิบัติงานของคณะกรรมการตรวจสอบและประเมินผลประจำกระทรวงยุติธรรม,,,,กระทรวงยุติธรรม,สำนักงานปลัดกระทรวงยุติธรรม,,,,,,,,
2569,งบประมาณรายจ่ายของหน่วยรับงบประมาณ,แผนงานพื้นฐานด้านการปรับสมดุลและพัฒนาระบบการบริหารจัดการรัฐ,สนับสนุนการบริหารจัดการหน่วยงานในสังกัดและให้บริการแก่ประชาชนในด้านงานยุติธรรม,การอำนวยการการด้านการบริหารจัดการให้แก่หน่วยงานในสังกัด,งบดำเนินงาน,ค่าตอบแทนใช้สอยและวัสดุ,ค่าใช้สอย,ค่าเบี้ยเลี้ยง ค่าเช่าที่พักและค่าพาหนะ,,,,กระทรวงยุติธรรม,สำนักงานปลัดกระทรวงยุติธรรม,,,,,,,,
2569,งบประมาณรายจ่ายของหน่วยรับงบประมาณ,แผนงานพื้นฐานด้านการปรับสมดุลและพัฒนาระบบการบริหารจัดการรัฐ,สนับสนุนการบริหารจัดการหน่วยงานในสังกัดและให้บริการแก่ประชาชนในด้านงานยุติธรรม,การอำนวยการการด้านการบริหารจัดการให้แก่หน่วยงานในสังกัด,งบดำเนินงาน,ค่าตอบแทนใช้สอยและวัสดุ,ค่าใช้สอย,ค่าซ่อมแซมยานพาหนะและขนส่ง,,,,กระทรวงยุติธรรม,สำนักงานปลัดกระทรวงยุติธรรม,,,,,,,,
2569,งบประมาณรายจ่ายของหน่วยรับงบประมาณ,แผนงานพื้นฐานด้านการปรับสมดุลและพัฒนาระบบการบริหารจัดการรัฐ,สนับสนุนการบริหารจัดการหน่วยงานในสังกัดและให้บริการแก่ประชาชนในด้านงานยุติธรรม,การอำนวยการการด้านการบริหารจัดการให้แก่หน่วยงานในสังกัด,งบดำเนินงาน,ค่าตอบแทนใช้สอยและวัสดุ,ค่าใช้สอย,ค่าซ่อมแซมครุภัณฑ์,,,,กระทรวงยุติธรรม,สำนักงานปลัดกระทรวงยุติธรรม,,,,,,,,
2569,งบประมาณรายจ่ายของหน่วยรับงบประมาณ,แผนงานพื้นฐานด้านการปรับสมดุลและพัฒนาระบบการบริหารจัดการรัฐ,สนับสนุนการบริหารจัดการหน่วยงานในสังกัดและให้บริการแก่ประชาชนในด้านงานยุติธรรม,การอำนวยการการด้านการบริหารจัดการให้แก่หน่วยงานในสังกัด,งบดำเนินงาน,ค่าตอบแทนใช้สอยและวัสดุ,ค่าใช้สอย,ค่าเช่าเครื่องถ่ายเอกสารระบบดิจิทัล,,,,กระทรวงยุติธรรม,สำนักงานปลัดกระทรวงยุติธรรม,,,,,,,,
2569,งบประมาณรายจ่ายของหน่วยรับงบประมาณ,แผนงานพื้นฐานด้านการปรับสมดุลและพัฒนาระบบการบริหารจัดการรัฐ,สนับสนุนการบริหารจัดการหน่วยงานในสังกัดและให้บริการแก่ประชาชนในด้านงานยุติธรรม,การอำนวยการการด้านการบริหารจัดการให้แก่หน่วยงานในสังกัด,งบดำเนินงาน,ค่าตอบแทนใช้สอยและวัสดุ,ค่าใช้สอย,ค่าเช่ารถยนต์ประจำตำแหน่งปลัดกระทรวงยุติธรรม พร้อมพนักงานขับรถยนต์,,,,กระทรวงยุติธรรม,สำนักงานปลัดกระทรวงยุติธรรม,,,,,,,,
2569,งบประมาณรายจ่ายของหน่วยรับงบประมาณ,แผนงานพื้นฐานด้านการปรับสมดุลและพัฒนาระบบการบริหารจัดการรัฐ,สนับสนุนการบริหารจัดการหน่วยงานในสังกัดและให้บริการแก่ประชาชนในด้านงานยุติธรรม,การอำนวยการการด้านการบริหารจัดการให้แก่หน่วยงานในสังกัด,งบดำเนินงาน,ค่าตอบแทนใช้สอยและวัสดุ,ค่าใช้สอย,ค่าเช่ารถยนต์ประจำตำแหน่งรัฐมนตรีว่าการกระทรวงยุติธรรม พร้อมพนักงานขับรถยนต์,,,,กระทรวงยุติธรรม,สำนักงานปลัดกระทรวงยุติธรรม,,,,,,,,
